dataset,nr_instances,log_nr_instances,nr_features,log_nr_features,nr_classes,nr_numerical_features,nr_categorical_features,ratio_num_cat,class_entropy,missing_val,ratio_missing_val,max_prob,min_prob,mean_prob,std_dev,dataset_ratio,symbols_sum,symbols_mean,symbols_std_dev,skew_min,skew_max,skew_mean,skew_std_dev,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std_dev,accuracy,Algorithm,AlgorithmId,Order,label,y2,y3
39-Grammatical_Facial_Expressions_conditional_datapoints.csv,2034,7.617759577,300,5.703782475,2,300,0,0,0.601772669,0,0,0.710422812,0.289577188,0.5,0.297582795,0.147492625,0,0,0,-11.43212256,2.097472776,-1.841555586,3.66662665,-0.81569597,218.1066974,24.90941002,50.47268037,0.900485437,LDA,7,2,1,1,1
39-Grammatical_Facial_Expressions_conditional_datapoints.csv,2034,7.617759577,300,5.703782475,2,300,0,0,0.601772669,0,0,0.710422812,0.289577188,0.5,0.297582795,0.147492625,0,0,0,-11.43212256,2.097472776,-1.841555586,3.66662665,-0.81569597,218.1066974,24.90941002,50.47268037,0.733009709,QDA,8,8,0,0,0
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,0.998238994,RandomForestClassifier,0,4,1,0,0
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,0.734339623,LogisticRegression,1,6,1,0,0
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,1,DecisionTreeClassifier,2,1,1,1,1
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,0.998993711,MultilayerPerceptronClassifier,3,3,1,1,1
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,0,LinearSVC,4,9,0,0,0
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,0.989765352,NaiveBayes,5,5,1,0,0
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,0,GBTClassifier,6,8,0,0,0
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,0.999496855,LDA,7,2,1,1,1
40-UJIIndoorLoc.csv,19937,9.900332581,524,6.261491684,3,353,116,0.328611898,1.055137559,0,0,0.476099714,0.260620956,0.333333333,0.123646457,0.026282791,227000000,0,0,-33.25510311,0.37242416,-7.191901956,5.928247521,-1.345991932,1104.327408,84.99840678,158.4927583,0.254339623,QDA,8,7,0,0,0
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.981032078,RandomForestClassifier,0,2,1,1,1
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.911297071,LogisticRegression,1,9,0,0,0
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.978800558,DecisionTreeClassifier,2,4,1,0,0
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.980753138,MultilayerPerceptronClassifier,3,3,1,1,1
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.970711297,LinearSVC,4,6,1,0,0
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.92641669,NaiveBayes,5,8,0,0,0
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.981868898,GBTClassifier,6,1,1,1,1
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.977684798,LDA,7,5,1,0,0
41-HTRU_2.csv,17898,9.792444254,8,2.079441542,2,8,0,0,0.306165534,0,0,0.908425522,0.091574478,0.5,0.577600913,0.000447,0,0,0,-1.375072391,5.180859199,2.04041988,2.046359584,1.525447822,30.15771688,10.1692241,9.341032662,0.961227336,QDA,8,7,1,0,0
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.7582846,RandomForestClassifier,0,2,1,1,1
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.547108512,LogisticRegression,1,9,0,0,0
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.696881092,DecisionTreeClassifier,2,3,1,1,1
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.659844055,MultilayerPerceptronClassifier,3,5,0,0,0
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.583820663,LinearSVC,4,7,0,0,0
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.559474412,NaiveBayes,5,8,0,0,0
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.773554256,GBTClassifier,6,1,1,1,1
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.639051332,LDA,7,6,0,0,0
43-EEG Eye State.csv,14980,9.614471257,14,2.63905733,2,14,0,0,0.68789477,0,0,0.551201602,0.448798398,0.5,0.07241,0.000935,0,0,0,-13.61379737,122.3755214,71.7300827,51.9618406,2055.834301,14974.17908,8901.749575,5971.858029,0.680311891,QDA,8,4,0,0,0
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0.825821995,RandomForestClassifier,0,2,1,1,1
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0.111607143,LogisticRegression,1,6,0,0,0
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0.65327381,DecisionTreeClassifier,2,5,1,0,0
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0.792517007,MultilayerPerceptronClassifier,3,4,1,0,0
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0,LinearSVC,4,9,0,0,0
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0.825460829,NaiveBayes,5,3,1,1,1
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0,GBTClassifier,6,8,0,0,0
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0.830073696,LDA,7,1,1,1,1
47-mnist-original.csv,70000,11.15625052,784,6.66440902,10,653,66,0.101071975,2.301135674,0,0,0.112528571,0.090185714,0.1,0.005704511,0.0112,18469,0,0,-0.235491556,143.4583511,13.71940826,24.18431389,-1.825384606,22985.45615,846.1399178,2661.134228,0.097505669,QDA,8,7,0,0,0
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.796721014,RandomForestClassifier,0,3,1,0,0
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.796721014,LogisticRegression,1,4,1,0,0
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.796675598,DecisionTreeClassifier,2,6,1,0,0
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.796721014,MultilayerPerceptronClassifier,3,2,1,0,0
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.796721014,LinearSVC,4,5,1,0,0
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.794569602,NaiveBayes,5,7,1,0,0
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.796766429,GBTClassifier,6,1,1,1,1
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.747490803,LDA,7,8,0,0,0
49-KaggleV2-May-2016.csv,110527,11.61301511,16,2.772588722,2,5,10,2,0.503069877,0,0,0.798067441,0.201932559,0.5,0.421531017,0.000145,224000000,0,0,0.121656367,0.954256186,0.491341983,0.289015874,-1.209785566,0.190633074,-0.728581126,0.481844877,0.717698351,QDA,8,9,0,0,0
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.811656006,RandomForestClassifier,0,4,0,0,0
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.807865435,LogisticRegression,1,7,0,0,0
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.819710969,DecisionTreeClassifier,2,2,0,1,0
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.812129827,MultilayerPerceptronClassifier,3,3,0,1,0
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.807865435,LinearSVC,4,8,0,0,0
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.810860989,NaiveBayes,5,6,0,0,0
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.838900734,GBTClassifier,6,1,1,1,1
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.811419095,LDA,7,5,0,0,0
50-FAO.csv,21477,9.974737874,57,4.043051268,2,57,0,0,0.477212964,3539,0.164780928,0.816128882,0.183871118,0.5,0.447073752,0.002654002,0,0,0,-0.362979505,47.180884,32.30206285,10.46705779,-1.19710059,3099.673788,1557.79074,745.0237667,0.785122009,QDA,8,9,0,0,0
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0.67967968,RandomForestClassifier,0,2,1,1,1
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0.665665666,LogisticRegression,1,4,1,0,0
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0.683183183,DecisionTreeClassifier,2,1,1,1,1
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0.678178178,MultilayerPerceptronClassifier,3,3,1,1,1
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0,LinearSVC,4,9,0,0,0
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0.499485067,NaiveBayes,5,6,1,0,0
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0,GBTClassifier,6,8,0,0,0
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0.633633634,LDA,7,5,1,0,0
52-hmnist_28_28_RGB.csv,10015,9.211839248,2352,7.763021309,7,2352,0,0,1.131040036,0,0,0.669495756,0.011482776,0.142857143,0.235864694,0.234847728,0,0,0,-1.892661976,0.644940457,-0.582113239,0.411468673,-0.953139574,5.227746514,1.039338927,1.094863755,0.038038038,QDA,8,7,0,0,0
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.999421509,RandomForestClassifier,0,1,1,1,1
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.998211938,LogisticRegression,1,8,1,0,0
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.999403979,DecisionTreeClassifier,2,2,1,1,1
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.999351389,MultilayerPerceptronClassifier,3,4,1,0,0
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.998913139,LinearSVC,4,6,1,0,0
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.998439172,NaiveBayes,5,7,1,0,0
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.999403979,GBTClassifier,6,3,1,1,1
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.998913139,LDA,7,5,1,0,0
53-creditcard.csv,284807,12.55956704,29,3.36729583,2,29,0,0,0.012714681,0,0,0.998272514,0.001727486,0.5,0.704663748,0.000102,0,0,0,-8.521899312,16.97763504,-0.050907243,4.625313497,0.195275292,933.3810946,143.9721315,237.3879403,0.964466649,QDA,8,9,0,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,1,RandomForestClassifier,0,6,1,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,0.831690974,LogisticRegression,1,8,0,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,1,DecisionTreeClassifier,2,1,1,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,1,MultilayerPerceptronClassifier,3,3,1,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,1,LinearSVC,4,7,1,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,1,NaiveBayes,5,2,1,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,1,GBTClassifier,6,4,1,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,-1,LDA,7,9,0,0,0
55-online_shoppers_intention.csv,12330,9.419790596,17,2.833213344,2,11,6,0.545454545,0.430851424,0,0,0.845255474,0.154744526,0.5,0.488264974,0.001378751,72393.4,0,0,1.960118715,7.578262643,4.315967012,2.003888236,3.477813104,137.1180573,38.21085053,39.75918385,1,QDA,8,5,1,0,0
56-data.csv,11500,9.350102314,178,5.18178355,5,178,0,0,1.609437912,0,0,0.2,0.2,0.2,0,0.015478261,0,0,0,-1.408897004,0.301504326,-0.503910568,0.331273219,16.08922073,27.01308788,20.07844971,2.086055732,0.407962329,RandomForestClassifier,0,1,1,1,1
56-data.csv,11500,9.350102314,178,5.18178355,5,178,0,0,1.609437912,0,0,0.2,0.2,0.2,0,0.015478261,0,0,0,-1.408897004,0.301504326,-0.503910568,0.331273219,16.08922073,27.01308788,20.07844971,2.086055732,0.195205479,LogisticRegression,1,7,0,0,0
56-data.csv,11500,9.350102314,178,5.18178355,5,178,0,0,1.609437912,0,0,0.2,0.2,0.2,0,0.015478261,0,0,0,-1.408897004,0.301504326,-0.503910568,0.331273219,16.08922073,27.01308788,20.07844971,2.086055732,0.344178082,DecisionTreeClassifier,2,3,1,1,1
56-data.csv,11500,9.350102314,178,5.18178355,5,178,0,0,1.609437912,0,0,0.2,0.2,0.2,0,0.015478261,0,0,0,-1.408897004,0.301504326,-0.503910568,0.331273219,16.08922073,27.01308788,20.07844971,2.086055732,0.388270548,MultilayerPerceptronClassifier,3,2,1,1,1
